OT_ID;OT_DT_ID_DataType;OT_NameSingular;OT_NamePlural;OT_DefaultAttributeCaption;OT_Description;OT_ObjectIsAbstract;OT_OTC_ID_Classification;OT_DatabaseId;OT_ExistsOnlyInParentScope;CREATED_BY;CREATED_DATE;CHANGED_BY;CHANGED_DATE;timestamp;OT_IdIsIdentity;OT_OTR_ID_IdObjectTypeRelationship
1061;14;Skyddsrond;Skyddsronder;Skyddsrond;NULL;1;NULL;Projekt-Skydd-Skyddsrondsprot.;0;SAMRUMUser;2013-03-04 07:51:27.457;SAMRUMUser;2013-03-04 07:51:27.457;0x00000000000474B7;0;NULL
1062;14;Dokument;Dokument;Dokument;NULL;1;1078;Projekt-Best.kontrakt-Förfrågan-Förfr.underlag-Dokument;0;SAMRUMUser;2013-03-15 16:44:01.987;SAMRUMUser;2016-11-22 12:38:52.820;0x0000000000062E44;0;NULL
1063;14;Översänt anbud;Översända anbud;Översända anbud;NULL;1;1078;Projekt-Best.kontrakt-Anbud-Översända anbud;0;SAMRUMUser;2013-03-18 10:15:37.493;SAMRUMUser;2016-11-22 12:46:29.793;0x0000000000062E59;0;NULL
1064;14;Anbudsdokument;Anbudsdokument;Anbudsdokument;NULL;1;1078;Projekt-Best.kontrakt-Anbud-Översända anbud-Dokument;0;SAMRUMUser;2013-03-18 10:38:52.913;SAMRUMUser;2016-11-22 12:48:27.110;0x0000000000062E60;0;NULL
1065;14;Typ av förfrågan;Typ av förfrågan;Typ av förfrågan;NULL;1;NULL;Projekt-Best.kontrakt-Förfrågan-Förfrågn.typ;0;SAMRUMUser;2013-03-18 13:22:38.910;SAMRUMUser;2013-03-18 13:22:38.910;0x0000000000047592;0;NULL
1067;14;Krav uppvärmningsmetod;Krav uppvärmningsmetoder;Krav uppvärmningsmetod;NULL;1;35;Prg-Verksbeskr-Typutrymme-Krav uppvmetod;0;SAMRUMUser;2013-03-25 11:33:13.627;SAMRUMUser;2015-06-06 15:08:41.233;0x0000000000052EAC;0;NULL
1068;14;Ritningsbenämning;Ritningsbenämningar;Ritningsbenämning;NULL;1;NULL;Projekt-Kontopl-Föret-Ritnkonto-Ritn-Ritn.benämn;0;SAMRUMUser;2013-03-25 16:06:52.103;SAMRUMUser;2013-03-25 16:06:52.103;0x0000000000047702;0;NULL
1069;14;Säkringstyp;Säkringstyper;Säkringstyp;Här finns de olika säkringstyperna som är kopplade till gruppförteckningarna;1;1071;Elc-Elcentral-Gruppfört-Grupper-Säkringstyp;0;SAMRUMUser;2013-03-28 16:33:38.863;SAMRUMUser;2015-07-08 21:33:29.197;0x0000000000054B1C;0;NULL
1070;14;Byggnads/lokalbenämning;Byggnads/lokalbenämningar;Byggnads/lokalbenämning;Om projektet består av flera byggnader, kan de redovisas här för att enklare hantera informationen;0;22;Fastighet-Byggnads/lokalbenämning;0;SAMRUMUser;2013-05-04 10:53:32.060;SAMRUMUser;2022-11-21 22:48:46.997;0x000000000008139D;0;NULL
1071;14;Granskad handling;Granskade handlingar;Granskad handling;NULL;1;NULL;Brand-Gransk handling;0;SAMRUMUser;2013-08-16 08:32:58.093;SAMRUMUser;2013-08-16 08:32:58.093;0x0000000000048457;0;NULL
1072;14;Byggvarubedömning;Byggvarubedömningar;Byggvarubedömning;NULL;1;NULL;Generellt-Byggvarubedömningen;0;SAMRUMUser;2013-08-30 10:46:35.200;SAMRUMUser;2013-08-30 10:46:35.200;0x000000000004865A;0;NULL
1073;14;Yttervägg;Ytterväggar;Yttervägg;NULL;1;NULL;Ytterväggar;0;SAMRUMUser;2013-08-30 10:48:09.237;SAMRUMUser;2013-08-30 10:48:09.237;0x000000000004865C;0;NULL
1074;14;Yttertak;Yttertak;Yttertak;NULL;1;NULL;Yttertak;0;SAMRUMUser;2013-08-30 10:49:02.843;SAMRUMUser;2013-08-30 10:49:02.843;0x000000000004865E;0;NULL
1075;14;Grundkonstruktion;Grundkonstruktioner;Grundkonstruktion;NULL;1;NULL;Grundkonstruktion;0;SAMRUMUser;2013-08-30 10:49:56.727;SAMRUMUser;2013-08-30 10:49:56.727;0x0000000000048660;0;NULL
1076;14;Grundläggning;Grundläggning;Grundläggning;NULL;1;NULL;Grundläggning;0;SAMRUMUser;2013-08-30 10:50:30.457;SAMRUMUser;2013-08-30 10:50:30.457;0x0000000000048662;0;NULL
1077;14;Bruksareakategori;Bruksareakategorier;Bruksareakategori;NULL;1;22;Rum-Bruksareakategori;0;SAMRUMUser;2013-08-30 20:24:57.000;SAMRUMUser;2015-06-07 11:31:13.310;0x00000000000531BA;0;NULL
1078;14;Sprinklersystem;Sprinklersystem;Sprinklersystem;NULL;0;NULL;Sprinkler-Sprinklersystem;0;SAMRUMUser;2013-08-31 21:38:38.020;SAMRUMUser;2022-12-01 11:09:21.500;0x00000000000814BC;0;NULL
1079;14;Avstängningsventil;Avstängningsventiler;Avstängningsventil;NULL;0;NULL;Sprinkler-Sprinklersekt.-AvstventilID;0;SAMRUMUser;2013-08-31 21:46:38.750;SAMRUMUser;2023-03-17 14:01:14.203;0x000000000008418B;0;NULL
1080;14;Avtappning;Avtappningar;Avtappning;NULL;0;NULL;Sprinkler-Sprinklersektioner-AvtappningarID;0;SAMRUMUser;2013-08-31 21:51:10.870;SAMRUMUser;2023-03-17 14:04:40.860;0x00000000000841A8;0;NULL
1081;14;Kapacitetsprov;Kapacitetsprov;Kapacitetsprov;NULL;1;NULL;Sprinkler-Sprinklercentral-Kapacitetsprov;0;SAMRUMUser;2013-08-31 21:56:50.940;SAMRUMUser;2015-02-14 16:26:00.880;0x000000000004D7A2;0;NULL
1082;14;Sprinklerpump;Sprinklerpumpar;Sprinklerpump;NULL;0;NULL;Sprinkler-Sprinklercentral-Pumpar;0;SAMRUMUser;2013-08-31 21:59:39.993;SAMRUMUser;2022-12-01 08:49:22.960;0x0000000000081451;0;NULL
1083;14;Apparatskåp sprinkler;Apparatskåp sprinkler;Apparatskåp sprinkler;NULL;0;NULL;Sprinkler-Sprinklercentral-ApparatskåpID;0;SAMRUMUser;2013-08-31 22:05:20.773;SAMRUMUser;2023-03-17 14:00:12.740;0x0000000000084182;0;NULL
1084;14;Flödesvakt;Flödesvakter;Flödesvakt;NULL;0;NULL;Sprinkler-Sprinklersektion-FlödesvakterID;0;SAMRUMUser;2013-09-01 16:23:36.343;SAMRUMUser;2023-03-17 13:58:49.680;0x000000000008417A;0;NULL
1086;14;Fabrikat o bet. flödesvakt;Fabrikat o bet. flödesvakter;Fabrikat och bet flödesvakt;NULL;1;NULL;Sprinkler-Sprinklersektion-Flödesvakter-Fabrikat;0;SAMRUMUser;2013-09-03 14:58:48.423;SAMRUMUser;2013-09-03 14:58:48.423;0x0000000000048A37;0;NULL
1087;14;Driftinstruktion sprinkler;Driftinstruktioner sprinkler;Driftinstruktion sprinkler;NULL;1;NULL;Sprinkler-Driftinstruktion Sprinkler;0;SAMRUMUser;2013-09-03 15:02:06.210;SAMRUMUser;2013-09-03 15:02:06.210;0x0000000000048A3A;0;NULL
1088;14;Fabrikat o bet sprinklerpump;Fabrikat o bet sprinklerpumpar;Fabrikat sprinklerpump;NULL;1;NULL;Sprinkler-Sprinklercentral-Pumpar-Fabrikat;0;SAMRUMUser;2013-09-03 15:08:54.400;SAMRUMUser;2013-09-03 15:08:54.400;0x0000000000048A44;0;NULL
1089;14;Skyddsklass rum;Säkerhetsklasser rum;Skyddsklasser;Här redovisas de säkerhetsklasser som används i projektet;1;53;Rum-Skyddsklass;0;SAMRUMUser;2013-09-04 15:47:58.177;SAMRUMUser;2021-11-28 11:00:29.837;0x00000000000764FD;0;NULL
1090;14;Dörrtypsbenämningar;Dörrtypsbenämningar;Dörrtypsbenämningar;NULL;1;NULL;DörrID-Dörrtypsbenämning;0;SAMRUMUser;2013-09-04 16:07:51.500;SAMRUMUser;2013-09-04 16:21:52.000;0x0000000000048A7F;0;NULL
1093;14;Brandlarmscentral;Brandlarmscentraler;Brandlarmscentral;NULL;0;NULL;Brl-BrandlarmscentralID;0;SAMRUMUser;2013-09-12 20:53:12.223;SAMRUMUser;2023-03-17 12:59:58.590;0x0000000000084167;0;NULL
1094;14;Brandförsvarstablå;Brandförsvarstablåer;Brandförsvarstablå;NULL;0;NULL;Brl-Brandlarmscentral-BFT ID;0;SAMRUMUser;2013-09-12 21:04:56.097;SAMRUMUser;2023-03-02 09:27:19.073;0x00000000000838DD;0;NULL
1096;14;Typutrymme jmf;Typutrymmen jmf;Typutrymme jmf;NULL;1;NULL;Prg-Verksbeskr-Typutrymme-Jmf;0;SAMRUMUser;2013-10-08 10:47:04.827;SAMRUMUser;2013-10-08 10:47:04.827;0x00000000000497CC;0;NULL
1097;14;Stamnummer;Stamnummer;Stam nummer;NULL;0;NULL;Rör-StamnummerID;0;SAMRUMUser;2013-10-10 12:39:54.350;SAMRUMUser;2023-03-17 13:57:51.183;0x0000000000084175;0;NULL
1098;14;Vattenmätarnummer;Vattenmätarnummer;Vattenmätarnummer;NULL;1;NULL;Rör-VattenmätareID-Mätarnummer;0;SAMRUMUser;2013-10-10 14:20:53.843;SAMRUMUser;2013-10-10 19:15:52.847;0x0000000000049BDC;0;NULL
1099;14;Vatten undermätare;Vatten undermätare;Undermätare;NULL;0;NULL;Rör-VattenmätareID-UndermätareID;0;SAMRUMUser;2013-10-10 14:23:41.180;SAMRUMUser;2013-10-10 14:34:20.720;0x0000000000049B36;0;NULL
1100;14;Vattenavläsningar;Vattenavläsningar;Avläsning nr;NULL;1;NULL;Rör-VattenmätareID-Avlästa värden;0;SAMRUMUser;2013-10-10 14:46:56.117;SAMRUMUser;2013-10-10 19:12:36.303;0x0000000000049BD7;0;NULL
1101;14;Fabr o bet vattenmätare;Fabr o bet vattenmätare;Fabr o bet vattenmätare;NULL;1;NULL;Rör-VattenmätareID-Fabrikat o beteckn;0;SAMRUMUser;2013-10-11 07:56:02.877;SAMRUMUser;2013-10-11 07:56:53.093;0x0000000000049C80;0;NULL
1102;14;Energimätare nummer;Energimätare nummer;Energimätare nummer;NULL;0;NULL;Rör-Energimätare-Nummer;0;SAMRUMUser;2013-10-25 12:05:34.910;SAMRUMUser;2013-10-25 12:08:21.527;0x0000000000049CD0;0;NULL
1103;14;Elmätare nummer;Elmätare nummer;Elmätare nummer;NULL;1;14;El-Elmätarbet.ID-nummer;0;SAMRUMUser;2013-10-25 12:14:03.170;SAMRUMUser;2015-07-08 21:53:16.790;0x0000000000054B6A;0;NULL
1104;14;Undermätare energi;Undermätare energi;Undermätare energi;NULL;0;NULL;Rör-Energimätare-Undermätare;0;SAMRUMUser;2013-10-25 13:06:45.137;SAMRUMUser;2013-10-25 13:06:55.343;0x0000000000049CF0;0;NULL
1105;14;Typ av frånluftsdon(TypeID);Typer av frånluftsdon (TypeID);Typ av frånluftsdon (TypeID);NULL;1;NULL;Rum-Vent-Frånluftsdon-Typ(TypeID);0;SAMRUMUser;2013-11-06 08:58:24.157;SAMRUMUser;2014-10-08 15:47:32.880;0x000000000004C6AA;0;NULL
1106;14;Typ av tilluftsdon(TypeID);Typer av tilluftsdon (TypeID);Typ av tilluftsdon (TypeID);NULL;1;NULL;Rum-Vent-Tilluftsdon-Typ(TypeID);0;SAMRUMUser;2013-11-06 09:01:24.440;SAMRUMUser;2014-09-29 14:29:42.290;0x000000000004C453;0;NULL
1107;14;Överluftdon;Överluftsdon;Överluftsdon;NULL;1;NULL;Rum-Vent-ÖverluftsdonID;0;SAMRUMUser;2013-11-06 09:07:52.847;SAMRUMUser;2013-11-09 17:15:45.417;0x000000000004A0B4;0;NULL
1108;14;Typ av överluftsdon;Typer av överluftsdon;Typ av överluftsdon;NULL;1;NULL;Rum-Vent-Överluftsdon-Typ;0;SAMRUMUser;2013-11-06 10:02:37.823;SAMRUMUser;2013-11-06 10:02:37.823;0x0000000000049DAE;0;NULL
1109;14;IP-klass;IP-klasser;Ip-klass;NULL;1;NULL;El-IPklass;0;SAMRUMUser;2013-11-06 16:12:21.580;SAMRUMUser;2013-11-06 16:12:21.580;0x0000000000049F2D;0;NULL
1110;14;Fabrikat ventilationsdon;Fabrikat ventilationsdon;Fabrikat ventilationsdon;NULL;1;NULL;Rum-Vent-Don-Fabrikat;0;SAMRUMUser;2013-11-08 11:56:00.503;SAMRUMUser;2013-11-08 11:56:00.503;0x000000000004A049;0;NULL
1111;14;Fabr.bet. ventilationsdon;Fabr.bet. ventilationsdon;Fabrikantbeteckning vent.don;NULL;1;NULL;Rum-Vent-Don-Fabrikantbeteckning;0;SAMRUMUser;2013-11-08 11:57:37.160;SAMRUMUser;2013-11-08 11:57:37.160;0x000000000004A04D;0;NULL
1112;14;Anslutningsdimension;Anslutningsdimensioner;Anslutningsdimension;NULL;1;NULL;Vent-Anslutningsdimension;0;SAMRUMUser;2013-11-08 12:03:14.597;SAMRUMUser;2013-11-08 12:03:14.597;0x000000000004A061;0;NULL
1113;14;Ljuddämpare;Ljuddämpare;Ljuddämpare;NULL;0;NULL;Vent-LjuddämparID;0;SAMRUMUser;2013-11-12 14:19:20.270;SAMRUMUser;2013-11-12 14:29:22.723;0x000000000004A0EC;0;NULL
1114;14;Ljuddämpare typ;Ljuddämpare typer;Ljuddämpare typ;NULL;1;NULL;Vent-LjuddämparID-Typ;0;SAMRUMUser;2013-11-12 14:21:56.790;SAMRUMUser;2013-11-12 14:21:56.790;0x000000000004A0DA;0;NULL
1115;14;Namn;Namn;Namn;NULL;1;NULL;P-lista;0;SAMRUMUser;2014-01-17 09:02:23.550;SAMRUMUser;2014-01-17 09:13:49.650;0x000000000004A495;0;NULL
1116;14;Kontobenämning/nummer;Kontobenämningar/nummer;Kontobenämning och nummer;NULL;0;NULL;Projekt-Kontoplan-Företag-Kontobenämning;0;SAMRUMUser;2014-01-19 19:41:42.850;SAMRUMUser;2016-11-23 19:59:34.363;0x00000000000635FD;0;NULL
1117;14;Avtalstyp;Avtalstyper;Avtalstyp;NULL;1;NULL;Projekt-Kontoplan-Företag-Avtalstyp;0;SAMRUMUser;2014-01-23 10:09:08.320;SAMRUMUser;2016-11-23 19:55:56.380;0x00000000000635F8;0;NULL
1118;14;UE Företag;UE Företag;UE Företag;NULL;0;NULL;Projekt-Företagsadresslista-Underentreprenörer;0;SAMRUMUser;2014-01-24 16:16:50.857;SAMRUMUser;2014-01-24 16:31:51.737;0x000000000004A895;0;NULL
1119;14;Paket entreprenad;Paket entreprenader;Entreprenadpaket;NULL;0;NULL;Paket-Entreprenad;0;SAMRUMUser;2014-01-24 20:42:10.463;SAMRUMUser;2015-06-06 16:15:25.467;0x0000000000052F9C;0;NULL
1120;14;Entreprenadomfattning;Entreprenadomfattning;Entreprenadomfattning;NULL;1;NULL;Paket-Entreprenadomf;0;SAMRUMUser;2014-01-24 20:47:37.397;SAMRUMUser;2014-01-28 10:53:18.757;0x000000000004AA88;0;NULL
1121;14;Säkerhetsklassning;Säkerhetsklassningar;Säkerhetsklassning;NULL;1;NULL;Paket-Entreprenadomf-Säkerhetsklassning;0;SAMRUMUser;2014-01-24 20:57:00.577;SAMRUMUser;2014-01-24 20:57:00.577;0x000000000004A8C4;0;NULL
1122;14;Entreprenadform;Entreprenadformer;Entreprenadform;NULL;1;NULL;Paket-Entreprenadomf-Entreprenadform;0;SAMRUMUser;2014-01-24 20:58:53.393;SAMRUMUser;2014-01-24 20:58:53.393;0x000000000004A8C6;0;NULL
1123;14;Upphandlingsform;Upphandlingsformer;Upphandlingsform;NULL;1;NULL;Paket-Entreprenadomf-Upph.form;0;SAMRUMUser;2014-01-24 21:00:06.757;SAMRUMUser;2014-01-24 21:00:06.757;0x000000000004A8C8;0;NULL
1125;14;Inköpsaktivitet;Inköpsaktivitet;Inköpsaktivitet;NULL;1;NULL;Paket-Upphandlingstider;0;SAMRUMUser;2014-01-24 21:32:06.067;SAMRUMUser;2014-02-04 14:27:25.350;0x000000000004AB51;0;NULL
1127;14;Övriga projekteringstider;Övriga projekteringstider;Övriga projekteringstider;NULL;1;NULL;Paket-Proj.tider-Övr projtider;0;SAMRUMUser;2014-01-25 17:48:11.360;SAMRUMUser;2014-01-26 16:15:52.490;0x000000000004A9C1;0;NULL
1128;14;"Granskningshandl. lev.datum    ";"Granskningshandl. lev.datum    ";Granskn.handl lev.-datum;NULL;1;NULL;Paket-Granskn.handl.-Lev.datum;0;SAMRUMUser;2014-01-25 21:13:06.873;SAMRUMUser;2014-01-25 21:13:06.873;0x000000000004A93A;0;NULL
1129;14;Lev.datum bygghandling;Lev.datum bygghandling;Lev.datum bygghandling;NULL;0;NULL;Paket-Bygghandl.datum;0;SAMRUMUser;2014-01-25 21:18:53.083;SAMRUMUser;2014-01-25 21:18:53.083;0x000000000004A944;0;NULL
1130;14;Byggherrefråga;Byggherrefrågor;Byggherrefrågor;NULL;1;NULL;Paket-Byggherre;0;SAMRUMUser;2014-01-25 21:35:15.757;SAMRUMUser;2014-01-25 21:35:15.757;0x000000000004A990;0;NULL
1131;14;Svar senast Byggherre;Svar senast byggherre;Svar senast byggherre;NULL;1;NULL;Paket-Byggherre-Svarsenast;0;SAMRUMUser;2014-01-25 22:07:21.103;SAMRUMUser;2014-01-25 22:07:21.103;0x000000000004A9B3;0;NULL
1132;14;Förfr.underlag lev.datum;Förfr.underlag lev.datum;Förfrågn.-underlag leveransdatum;NULL;1;NULL;Paket-Förfr.underl. lev.dat;0;SAMRUMUser;2014-01-26 16:11:20.660;SAMRUMUser;2014-01-26 16:11:20.660;0x000000000004A9B8;0;NULL
1133;14;Arkitektfråga;Arkitektfrågor;Arkitektfrågor;NULL;1;NULL;Paket-Arkitektfrågor;0;SAMRUMUser;2014-01-26 16:18:52.253;SAMRUMUser;2014-01-26 16:18:52.253;0x000000000004A9C9;0;NULL
1134;14;Svar senast Arkitektfråga;Svar senast Arkitektfråga;Svar senast Arkitektfråga;NULL;1;NULL;Paket-Arkitekt-Svarsenast;0;SAMRUMUser;2014-01-26 17:17:28.377;SAMRUMUser;2014-01-26 17:17:28.377;0x000000000004AA1C;0;NULL
1135;14;Utskicksdatum Förfrågan;Utskicksdatum Förfrågan;Utskicksdatum Förfrågan;NULL;1;NULL;Paket-Utskicksdatum Förfrågan;0;SAMRUMUser;2014-01-26 17:29:59.933;SAMRUMUser;2014-01-26 17:29:59.933;0x000000000004AA32;0;NULL
1136;14;Upphandlingsdatum;Upphandlingsdatum;Upphandlingsdatum;NULL;1;NULL;Paket-Upphandlingsdatum;0;SAMRUMUser;2014-01-26 17:31:10.920;SAMRUMUser;2014-01-26 17:31:10.920;0x000000000004AA34;0;NULL
1137;14;Fråga inför entreprenadomfattning;Frågor inför entreprenadomfattning;Frågor inför entreprenadomfattning;NULL;1;NULL;Paket-Frågorinförentr.omf;1;SAMRUMUser;2014-01-29 19:46:21.363;SAMRUMUser;2014-02-03 08:49:10.867;0x000000000004AB1B;0;NULL
1138;14;Risker, rubrik;Risker, rubriker;Risk, rubrik;NULL;1;NULL;Ampl-Risk;0;SAMRUMUser;2014-02-13 20:06:25.187;SAMRUMUser;2014-02-13 20:57:25.730;0x000000000004ABC1;0;NULL
1139;14;Riskbedömning;Riskbedömningar;Riskbedömning rubrik;NULL;1;NULL;Ampl-Riskbedömn;0;SAMRUMUser;2014-02-13 20:12:02.477;SAMRUMUser;2014-02-13 20:12:02.477;0x000000000004AB60;0;NULL
1140;14;Risk;Risker;Risk;NULL;1;NULL;Ampl-Riskbedömn-Risk;0;SAMRUMUser;2014-02-13 20:17:45.933;SAMRUMUser;2014-02-13 20:17:45.933;0x000000000004AB69;0;NULL
1141;14;Nivå;Nivåer;Nivå;NULL;1;NULL;Ampl-Riskbedömn-Nivå;0;SAMRUMUser;2014-02-13 20:21:28.720;SAMRUMUser;2014-02-13 20:21:28.720;0x000000000004AB73;0;NULL
1142;14;Arbetsmiljöplan för avtal;Arbetsmiljöplan för avtal;Arbetsmiljöplan;NULL;1;NULL;Ampl-Avtal;0;SAMRUMUser;2014-02-13 21:02:24.410;SAMRUMUser;2014-02-13 21:06:50.627;0x000000000004ABCF;0;NULL
1143;14;Dagbok;DAGBOK;Dagboksdatum;NULL;0;1073;Projekt-Kontoplan-Företag-Dagbok;0;SAMRUMUser;2014-03-25 15:49:41.337;SAMRUMUser;2016-11-16 08:14:25.230;0x0000000000061F85;0;NULL
1144;14;Grind ID;Grindar ID;Grind ID;NULL;1;72;GrindID;0;SAMRUMUser;2014-03-27 12:10:57.557;SAMRUMUser;2015-06-23 16:00:09.520;0x0000000000053E25;0;NULL
1145;14;Info om nödutrymningsriktning;Info om nödutrymningsriktning;Info om nödutrymningsriktning;NULL;1;60;DörrID-InfoNödutrymn.riktning;0;SAMRUMUser;2014-04-07 18:33:58.380;SAMRUMUser;2015-06-17 20:31:22.837;0x0000000000053C7A;0;NULL
1147;14;Nyckel utlämnad till;Nycklar utlämnade till;Nyckel utlämnad till;NULL;1;NULL;DörrID-Låscylinder-Nyckelgr-Utl.till;0;SAMRUMUser;2014-04-17 11:05:14.133;SAMRUMUser;2014-04-17 11:05:14.133;0x000000000004B5C2;0;NULL
1148;14;Nyckelbeteckning;Nyckelbeteckningar;Nyckelbeteckning;NULL;1;NULL;DörrID-Låscylinder-Nyckelgr-NyckelID;0;SAMRUMUser;2014-04-17 11:10:20.277;SAMRUMUser;2014-04-17 12:01:09.460;0x000000000004B5DC;0;NULL
1150;14;Dörrsort enl IFC;Dörrsorter enl IFC;Dörrsort enl IFC;NULL;1;67;DörrID-Dörrsort IFC;0;SAMRUMUser;2014-05-18 10:06:48.730;SAMRUMUser;2015-06-23 14:23:16.420;0x0000000000053DE3;0;NULL
1151;14;IFC-fil dörr;IFC-filer dörrar;IFC-fil dörr;NULL;1;67;DörrID-IFCfil dörrar;0;SAMRUMUser;2014-05-18 10:36:24.797;SAMRUMUser;2015-06-17 20:54:38.597;0x0000000000053CBB;0;NULL
1152;14;El Kabelnummer;El Kabelnummer;El Kabelnummer;NULL;0;NULL;El-Kabelnummer;0;SAMRUMUser;2014-08-25 11:01:18.760;SAMRUMUser;2014-08-25 11:01:18.760;0x000000000004BB26;0;NULL
1153;14;Eluttag 240 V;Eluttag 240 V;Eluttag 240 V;NULL;0;NULL;Rum-El-Uttag 240V;0;SAMRUMUser;2014-08-25 13:40:23.557;SAMRUMUser;2014-08-25 14:04:13.390;0x000000000004BC13;0;NULL
1154;14;Uttag 400 V;Uttag 400 V;Eluttag 400 V;NULL;0;NULL;Rum-El-Uttag 400 V;0;SAMRUMUser;2014-08-25 13:41:53.773;SAMRUMUser;2014-08-25 13:42:11.007;0x000000000004BB84;0;NULL
1155;14;Typ av uttag 400 V (TypeID);Typer av uttag 400 V (TypeID);Typ av uttag 400 V (TypeID);NULL;1;NULL;Rum-El-Uttag 400V-TypID;0;SAMRUMUser;2014-08-25 13:44:30.833;SAMRUMUser;2015-02-17 17:12:09.130;0x000000000004D9EA;0;NULL
1156;14;Typ av uttag 240 V;Typer av uttag 240 V;Typ av uttag 240 V;NULL;1;NULL;Rum-El-Uttag240V-Typ;0;SAMRUMUser;2014-08-25 13:47:48.410;SAMRUMUser;2014-08-25 13:47:48.410;0x000000000004BB98;0;NULL
1157;14;Telefonuttag ID;TelefonuttagID;Telefonuttag ID;NULL;0;NULL;Rum-El-Tele-Telefonuttag ID;0;SAMRUMUser;2014-08-25 14:13:41.963;SAMRUMUser;2014-08-25 14:19:15.083;0x000000000004BC3F;0;NULL
1158;14;Telefonuttag typ;Telefonuttag typer;Telefonuttag typ;NULL;1;NULL;Rum-El-Tele-Telefonuttag-Typ;0;SAMRUMUser;2014-08-25 14:15:18.693;SAMRUMUser;2014-08-25 14:15:18.693;0x000000000004BC2F;0;NULL
1159;14;Nätverksuttag ID;Nätverksuttag ID;Nätverksuttag ID;NULL;0;NULL;Rum-El-Tele-Nätverksuttag ID;0;SAMRUMUser;2014-08-25 14:17:20.453;SAMRUMUser;2014-08-25 14:17:20.453;0x000000000004BC34;0;NULL
1160;14;Nätverksuttag typ;Nätverksuttag typer;Nätverksuttag typ;NULL;1;NULL;Rum-El-Tele-Nätverksuttag-Typ;0;SAMRUMUser;2014-08-25 14:18:36.407;SAMRUMUser;2014-08-25 14:18:36.407;0x000000000004BC39;0;NULL
1161;14;TV-uttag ID;TV-uttag ID;TV-uttag ID;NULL;0;NULL;Rum-El-Tele-TVuttagID;0;SAMRUMUser;2014-08-25 14:29:28.880;SAMRUMUser;2014-08-25 14:29:28.880;0x000000000004BC60;0;NULL
1162;14;TV-uttag typ;TV-uttag typer;TV-uttag typ;NULL;1;NULL;Rum-El-Tele-TVuttag-Typ;0;SAMRUMUser;2014-08-25 14:30:41.890;SAMRUMUser;2014-08-25 14:30:41.890;0x000000000004BC65;0;NULL
1163;14;Projekterad inst.ankn inredning;PROJ. INST.-ANKNUTEN INREDNING;Installationsanknuten inredning;Här redovisas de installationsanknutna inredningarna samt gränsdragningslistor för dessa;0;42;Rum-Projekterad inst.ankn inredn;0;SAMRUMUser;2014-08-27 19:40:19.120;SAMRUMUser;2015-06-07 15:11:19.193;0x00000000000537FB;0;NULL
1164;14;Projekterad fast inredning;PROJ. FAST INREDNING;Projekterad fast inredning;NULL;1;43;Rum-Projekterad fast inredn;0;SAMRUMUser;2014-08-27 19:42:18.490;SAMRUMUser;2015-06-07 11:29:09.257;0x00000000000531B6;0;NULL
1165;14;Inst.ankn inredn projekteringsansv;Inst.ankn inredn projekteringsansv;Projekteringsansvarig;NULL;1;42;Rum-Projekterad inst.ankn inredn-Projansv;0;SAMRUMUser;2014-08-28 09:59:15.817;SAMRUMUser;2015-06-07 11:23:11.110;0x00000000000531AE;0;NULL
1166;14;Leverantör av inst.ankn inredn;Leverantörer av inst.ankn inredning;Leverantör av inst.ankn inredning;NULL;1;42;Rum-Projekterad inst.ankn inredn-Lev;0;SAMRUMUser;2014-08-28 10:04:12.483;SAMRUMUser;2015-06-07 11:22:26.433;0x00000000000531AA;0;NULL
1167;14;Fabrikant inst.bunden inredn;Fabrikanter inst.bunden inredn;Fabrikant installationsbunden inredning;NULL;1;42;Rum-Projekterad inst.ankn inredn-Fabrikant;0;SAMRUMUser;2014-09-03 14:32:52.230;SAMRUMUser;2015-06-06 20:08:39.883;0x0000000000052FCB;0;NULL
1168;14;Underkategori don;Underkategorier don;Underkategori don;NULL;1;NULL;Rum-Vent-Don-Underkategori;0;SAMRUMUser;2014-09-29 13:45:26.743;SAMRUMUser;2014-09-29 14:07:05.810;0x000000000004C429;0;NULL
1169;14;Work Result don;Work Result don;Work Result don;NULL;1;NULL;Rum-Vent-Don-Underkategori don-WR;0;SAMRUMUser;2014-09-29 13:47:03.933;SAMRUMUser;2014-09-29 14:11:06.160;0x000000000004C43A;0;NULL
1171;14;Kategori a don;Kategorier a don;Kategori don;NULL;1;NULL;Rum-Vent-Don-Underkategori don-Kategori don;0;SAMRUMUser;2014-09-29 14:13:43.887;SAMRUMUser;2014-09-29 14:13:43.887;0x000000000004C43E;0;NULL
1172;14;Projektbenämning;Projektbenämningar;Projektbenämning (IFC Site);NULL;0;NULL;GF-Projekt;0;SAMRUMUser;2014-09-30 15:40:26.707;SAMRUMUser;2017-02-24 16:44:02.690;0x0000000000067D6D;0;NULL
1173;14;Guid;Guider;ProjektGuid;NULL;0;NULL;GF-Projekt-GUID;0;SAMRUMUser;2014-09-30 15:57:18.330;SAMRUMUser;2017-02-24 14:46:47.167;0x0000000000067C3C;0;NULL
1174;14;Byggnad;Byggnader;Byggnad (IFC Building?);NULL;1;NULL;GF-Projekt-Byggnader;0;SAMRUMUser;2014-09-30 15:59:54.177;SAMRUMUser;2017-02-24 16:44:49.740;0x0000000000067D70;0;NULL
